,Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
849,Jharkhand, 28-02-2021, M,12.17,10198512.0,42.46
850,Jharkhand, 31-03-2021, M,12.75,9655793.0,40.38
851,Jharkhand, 30-04-2021, M,16.48,9559528.0,41.67
852,Jharkhand, 31-05-2021, M,15.96,9288715.0,40.15
853,Jharkhand, 30-06-2021, M,12.74,10751681.0,44.67
854,Jharkhand, 31-07-2021, M,9.4,10261921.0,40.97
855,Jharkhand, 31-08-2021, M,15.96,9916315.0,42.58
856,Jharkhand, 30-09-2021, M,13.1,9911480.0,41.07
857,Jharkhand, 31-10-2021, M,18.1,9915511.0,43.5
858,Jharkhand, 30-11-2021, M,11.17,10028822.0,40.47
859,Jharkhand, 31-12-2021, M,17.3,9843649.0,42.58
860,Jharkhand, 31-01-2022, M,8.95,10473498.0,41.06
861,Jharkhand, 28-02-2022, M,14.97,10398909.0,43.56
862,Jharkhand, 31-03-2022, M,14.46,9832141.0,40.85
863,Jharkhand, 30-04-2022, M,14.16,10076823.0,41.63
864,Jharkhand, 31-05-2022, M,13.14,10545402.0,42.96
865,Jharkhand, 30-06-2022, M,12.22,10798920.0,43.44
866,Jharkhand, 31-07-2022, M,13.96,9889485.0,40.49
867,Karnataka, 31-01-2016, M,6.38,23141471.0,49.05
868,Karnataka, 29-02-2016, M,5.27,22647222.0,47.35
869,Karnataka, 31-03-2016, M,3.26,22105452.0,45.17
870,Karnataka, 30-04-2016, M,4.94,22235918.0,46.15
871,Karnataka, 31-05-2016, M,11.49,23357728.0,51.96
872,Karnataka, 30-06-2016, M,3.07,23269877.0,47.18
873,Karnataka, 31-07-2016, M,3.07,23578258.0,47.71
874,Karnataka, 31-08-2016, M,4.07,23009464.0,46.95
875,Karnataka, 30-09-2016, M,5.45,25360227.0,52.4
876,Karnataka, 31-10-2016, M,5.83,24243552.0,50.2
877,Karnataka, 30-11-2016, M,5.91,22858956.0,47.28
878,Karnataka, 31-12-2016, M,4.61,24786846.0,50.46
879,Karnataka, 31-01-2017, M,6.66,25020405.0,51.96
880,Karnataka, 28-02-2017, M,5.21,24378353.0,49.76
881,Karnataka, 31-03-2017, M,3.09,22519245.0,44.87
882,Karnataka, 30-04-2017, M,1.35,24775272.0,48.4
883,Karnataka, 31-05-2017, M,1.32,24589723.0,47.93
884,Karnataka, 30-06-2017, M,1.27,23376442.0,45.46
885,Karnataka, 31-07-2017, M,1.34,22164647.0,43.04
886,Karnataka, 31-08-2017, M,1.04,25540685.0,49.35
887,Karnataka, 30-09-2017, M,1.82,24088961.0,46.83
888,Karnataka, 31-10-2017, M,1.27,24517534.0,47.3
889,Karnataka, 30-11-2017, M,1.39,23710131.0,45.71
890,Karnataka, 31-12-2017, M,2.63,23302782.0,45.4
891,Karnataka, 31-01-2018, M,1.79,24678751.0,47.58
892,Karnataka, 28-02-2018, M,3.32,23921489.0,46.76
893,Karnataka, 31-03-2018, M,3.97,22842923.0,44.87
894,Karnataka, 30-04-2018, M,2.28,23084607.0,44.47
895,Karnataka, 31-05-2018, M,1.64,24285788.0,46.39
896,Karnataka, 30-06-2018, M,2.87,24102028.0,46.53
897,Karnataka, 31-07-2018, M,2.36,22160737.0,42.47
898,Karnataka, 31-08-2018, M,1.46,22673269.0,42.97
899,Karnataka, 30-09-2018, M,1.21,23461519.0,44.27
900,Karnataka, 31-10-2018, M,2.11,23126629.0,43.95
901,Karnataka, 30-11-2018, M,1.48,21787403.0,41.06
902,Karnataka, 31-12-2018, M,1.22,21631436.0,40.58
903,Karnataka, 31-01-2019, M,1.49,23072967.0,43.32
904,Karnataka, 28-02-2019, M,2.0,22550688.0,42.48
905,Karnataka, 31-03-2019, M,1.29,20755789.0,38.74
906,Karnataka, 30-04-2019, M,0.53,21180297.0,39.15
907,Karnataka, 31-05-2019, M,5.88,22549687.0,43.96
908,Karnataka, 30-06-2019, M,5.58,21750997.0,42.19
909,Karnataka, 31-07-2019, M,1.26,20907836.0,38.7
910,Karnataka, 31-08-2019, M,0.74,21300805.0,39.14
911,Karnataka, 30-09-2019, M,3.31,22397436.0,42.17
912,Karnataka, 31-10-2019, M,5.83,21602775.0,41.68
913,Karnataka, 30-11-2019, M,2.16,20151048.0,37.35
914,Karnataka, 31-12-2019, M,0.88,21348507.0,38.98
915,Karnataka, 31-01-2020, M,2.86,22688028.0,42.18
916,Karnataka, 29-02-2020, M,3.61,21677719.0,40.54
917,Karnataka, 31-03-2020, M,3.46,22079653.0,41.14
918,Karnataka, 30-04-2020, M,29.84,16718395.0,42.78
919,Karnataka, 31-05-2020, M,19.97,19397853.0,43.43
920,Karnataka, 30-06-2020, M,8.44,24215057.0,47.29
921,Karnataka, 31-07-2020, M,4.01,22885616.0,42.55
922,Karnataka, 31-08-2020, M,0.5,24094289.0,43.13
923,Karnataka, 30-09-2020, M,2.4,20131894.0,36.67
924,Karnataka, 31-10-2020, M,1.58,22349602.0,40.28
925,Karnataka, 30-11-2020, M,1.86,21714939.0,39.18
926,Karnataka, 31-12-2020, M,1.39,22393716.0,40.13
927,Karnataka, 31-01-2021, M,3.28,21869339.0,39.87
928,Karnataka, 28-02-2021, M,2.5,22537746.0,40.69
929,Karnataka, 31-03-2021, M,1.16,21854018.0,38.84
930,Karnataka, 30-04-2021, M,2.03,23110478.0,41.36
931,Karnataka, 31-05-2021, M,5.27,23612747.0,43.61
